,best_estimator_,best_params_,best_score_,best_index_,candidate_params,mean_test_score,std_test_score,mean_train_score,std_train_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score
0,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bynode=1, colsample_bytree=1, gamma=0.001,
       learning_rate=0.1, max_delta_step=0, max_depth=3,
       min_child_weight=1, missing=None, n_estimators=300, n_jobs=1,
       nthread=None, objective='binary:logistic', random_state=123,
       reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=None, subsample=1, tree_method='auto', verbosity=0)","{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.001}",0.7073540749583427,4,"[{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.5, 'gamma': 1}, {'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.01}, {'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.5, 'gamma': 1}, {'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.5, 'gamma': 0.01}, {'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.001}]",[0.69929618 0.70362357 0.69019374 0.67987267 0.70735407],[0.00591636 0.00419497 0.00322462 0.00430646 0.00349034],[0.74533065 0.88148797 0.82054391 1.         0.74600217],[0.00200899 0.00268507 0.00137744 0.         0.00166425],[0.68966803 0.69650628 0.68643541 0.67648887 0.70147955],[0.69709028 0.70591893 0.69298682 0.68179557 0.70604327],[0.70305894 0.70542154 0.68875902 0.68229296 0.70989804],[0.70725034 0.70861833 0.69493844 0.6734237  0.71160303],[0.6994155  0.70165402 0.68784977 0.68536252 0.70774779],[0.74550768 0.87953118 0.82145744 1.         0.74715538],[0.74262443 0.88118258 0.81925576 1.         0.74604408],[0.74846893 0.88550378 0.82040601 1.         0.74800261],[0.74384481 0.87792216 0.81895051 1.         0.74309873],[0.74620741 0.88330017 0.82264984 1.         0.74571002]
