,auc,accuracy,confusion_matrix,class_0,class_1,micro avg,macro avg,weighted avg
0,0.8244740404384768,0.7464995399040016,"[[15327  5026]
 [ 5167 14689]]","{'precision': 0.7478774275397677, 'recall': 0.7530585171719157, 'f1-score': 0.7504590300389257, 'support': 20353}","{'precision': 0.7450672077098656, 'recall': 0.7397763900080581, 'f1-score': 0.7424123726971772, 'support': 19856}","{'precision': 0.7464995399040016, 'recall': 0.7464995399040016, 'f1-score': 0.7464995399040016, 'support': 40209}","{'precision': 0.7464723176248167, 'recall': 0.7464174535899869, 'f1-score': 0.7464357013680514, 'support': 40209}","{'precision': 0.7464896853690464, 'recall': 0.7464995399040016, 'f1-score': 0.7464854313874358, 'support': 40209}"
