,best_estimator_,best_params_,best_score_,best_index_,candidate_params,mean_test_score,std_test_score,mean_train_score,std_train_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score
0,"LGBMClassifier(boosting_type='gbdt', class_weight=None, colsample_bytree=1,
        importance_type='split', learning_rate=0.1, max_depth=3,
        min_child_samples=20, min_child_weight=0.001, min_split_gain=0.0,
        n_estimators=400, n_jobs=-1, num_leaves=31, objective=None,
        random_state=None, reg_alpha=0, reg_lambda=1, silent=True,
        subsample=1, subsample_for_bin=200000, subsample_freq=0, verbose=0)","{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.1}",0.7077768658757989,0,"[{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.1}, {'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.01}, {'n_estimators': 400, 'max_depth': 1, 'learning_rate': 0.01}, {'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.1}, {'n_estimators': 200, 'max_depth': 1, 'learning_rate': 0.5}]",[0.70777687 0.68502077 0.66345843 0.70153448 0.70113656],[0.0048596  0.00250395 0.00196091 0.004046   0.00562005],[0.75340097 0.69401127 0.66440971 0.71316121 0.71107212],[0.00129703 0.00179467 0.00111364 0.00160364 0.00143365],[0.71590203 0.68929504 0.66666667 0.70806913 0.70719881],[0.71089281 0.68515295 0.66339219 0.70343198 0.70865456],[0.70392937 0.68378513 0.66090525 0.69721462 0.69572246],[0.70376819 0.68523815 0.66422087 0.70152966 0.6960577 ],[0.70439    0.68163164 0.6621067  0.69742569 0.69804751],[0.75116583 0.69315426 0.66352671 0.71031524 0.70857427],[0.75465539 0.69173376 0.66465632 0.71352628 0.71159884],[0.75446887 0.69540212 0.66636615 0.71492523 0.71147449],[0.75394802 0.69304899 0.66317458 0.71272693 0.71294454],[0.75276672 0.69671723 0.66432479 0.71431236 0.71076847]
