,auc,accuracy,confusion_matrix,class_0,class_1,micro avg,macro avg,weighted avg
0,0.7721142958926439,0.7047427192917008,"[[14531  5822]
 [ 6050 13806]]","{'precision': 0.7060395510422234, 'recall': 0.7139488036161745, 'f1-score': 0.7099721502907119, 'support': 20353}","{'precision': 0.7033829223558182, 'recall': 0.6953062046736502, 'f1-score': 0.6993212440482222, 'support': 19856}","{'precision': 0.7047427192917008, 'recall': 0.7047427192917008, 'f1-score': 0.7047427192917008, 'support': 40209}","{'precision': 0.7047112366990208, 'recall': 0.7046275041449124, 'f1-score': 0.704646697169467, 'support': 40209}","{'precision': 0.7047276552179735, 'recall': 0.7047427192917008, 'f1-score': 0.7047125219898123, 'support': 40209}"
