,best_estimator_,best_params_,best_score_,best_index_,candidate_params,mean_test_score,std_test_score,mean_train_score,std_train_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score
0,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=15, p=2,
           weights='uniform')",{'n_neighbors': 15},0.5600984854137133,4,"[{'n_neighbors': 1}, {'n_neighbors': 8}, {'n_neighbors': 13}, {'n_neighbors': 11}, {'n_neighbors': 15}]",[0.53316422 0.55258773 0.55781044 0.55674103 0.56009849],[0.00440273 0.00284203 0.00495116 0.00349181 0.00440329],[1.         0.66470192 0.64433959 0.65318086 0.63793552],[0.         0.00096835 0.00116557 0.0014774  0.00129869],[0.53562104 0.54917319 0.55775208 0.55576278 0.55924406],[0.53233027 0.55595623 0.56080577 0.56229794 0.56366575],[0.53456852 0.55583188 0.55894056 0.55844317 0.55856752],[0.53811715 0.5519214  0.56298968 0.55540356 0.56585002],[0.52518343 0.55005596 0.54856361 0.55179704 0.55316503],[1.         0.66442828 0.64412734 0.65146428 0.63598209],[1.         0.6644698  0.64550626 0.65436628 0.63776541],[1.         0.66350608 0.64525756 0.6522834  0.63922654],[1.         0.66463566 0.64222208 0.65235638 0.63721711],[1.         0.66646978 0.64458468 0.65543397 0.63948645]
